id,Novel,NewActor,Extent-v,AvgMotion-v,PersonSize,People,#Actions
ZS2WD,,,,,117.5,,
ZP5TG,,,,,122.82,,
ARCUY,,,,,135.53,,
YZ3TA,,,,,145.36,,
Q77UW,,,,,175.57,,
Q6IU9,,,,,159.33,,
47ZXN,,,,,201.28,,
CJJ4Q,,,,,108.12,,
LDFM5,,,,,185.17,,
Q24GF,,,,,136.01,,
ATNBT,,,,,160.27,,
P6P6L,,,,,157.17,,
VU0UY,,,,,224.03,,
K1UTX,,,,,169.97,,
GWK2L,,,,,214.07,,
CA7T0,,,,,228.87,,
TZ548,,,,,95.471,,
T2XVO,,,,,100.13,,
8UUUR,,,,,153.59,,
PZQ5A,,,,,82.447,,
92FFB,,,,,163.86,,
KNXCB,,,,,251.42,,
MTMDN,,,,,135.39,,
5TF8P,,,,,173.4,,
3XKBC,,,,,129.34,,
3Z223,,,,,205.22,,
CRNL5,,,,,193.94,,
04MTP,,,,,236.71,,
F1C8I,,,,,156.91,,
1514T,,,,,160.85,,
C2QK3,,,,,172.88,,
IBJMY,,,,,163.67,,
DCNQI,,,,,174.33,,
BFVX0,,,,,80.6,,
CEQM1,,,,,121.23,,
RTEWJ,,,,,196.56,,
9NES7,,,,,156.39,,
8TNSB,,,,,128.9,,
287ST,,,,,243.2,,
R9F8L,,,,,97.187,,
CCCUJ,,,,,242,,
GOWDG,,,,,188.29,,
3U1SS,,,,,106.84,,
5TNRZ,,,,,157.34,,
6YZQO,,,,,221.39,,
Z9B4Y,,,,,157.98,,
OOCOF,,,,,158.68,,
VIN8S,,,,,152.2,,
ODMAZ,,,,,150.84,,
J40UT,,,,,159.11,,
EPP0O,,,,,290.66,,
R2RBJ,,,,,115.67,,
89MAO,,,,,123.08,,
KOAQD,,,,,113,,
IK4Q8,,,,,148.59,,
5DEHA,,,,,134.19,,
DZNYK,,,,,188.57,,
YPG4G,,,,,118.53,,
2DDGF,,,,,208.97,,
PWR6D,,,,,134.31,,
OWENO,,,,,241.79,,
IQM7A,,,,,153.27,,
AZ7YC,,,,,179.87,,
AF8VD,,,,,88.372,,
VHIG7,,,,,204.04,,
5LE93,,,,,196.92,,
QTOJX,,,,,207.73,,
9JIHR,,,,,179.21,,
GN4SJ,,,,,202.74,,
G3W9M,,,,,230.13,,
E5518,,,,,204.22,,
34BYN,,,,,250.42,,
1RB92,,,,,171.44,,
SQY6A,,,,,128.73,,
9A90E,,,,,152.91,,
AMQ2W,,,,,156.14,,
6E4JA,,,,,134.45,,
RQUGW,,,,,158.68,,
LP1F3,,,,,191.23,,
1WI77,,,,,156.93,,
ISHJ4,,,,,167.05,,
7HVU8,,,,,111.97,,
IKOAX,,,,,92.36,,
YP1HM,,,,,169.32,,
J1EA0,,,,,159.81,,
H6ROK,,,,,237.86,,
58YA5,,,,,173.07,,
5H1P1,,,,,160.79,,
D7KU2,,,,,262.7,,
KZPBC,,,,,136.88,,
E7Q3R,,,,,158.75,,
8GRE9,,,,,118.23,,
CMFMH,,,,,145.84,,
JWBQS,,,,,156.48,,
MQFFN,,,,,223.12,,
FERH5,,,,,313.49,,
7KZ20,,,,,108.72,,
MD6P2,,,,,161.24,,
FU5NY,,,,,108.58,,
PAXNL,,,,,163.81,,
OG07V,,,,,226.33,,
0IISQ,,,,,134.9,,
417RA,,,,,121.7,,
3AU5K,,,,,146.8,,
AEJ4T,,,,,182.06,,
1Z5FK,,,,,132.88,,
60W9B,,,,,76.007,,
JI3ZF,,,,,215,,
463UL,,,,,130.51,,
BZ0YN,,,,,148.96,,
TXJK7,,,,,143.53,,
UNOW9,,,,,201.68,,
5NJRH,,,,,110.68,,
LKQQO,,,,,202.99,,
ZAIHG,,,,,188.48,,
5311V,,,,,203.51,,
0LNLR,,,,,96.446,,
V2BCZ,,,,,173.3,,
05ZNF,,,,,170.81,,
PM6U2,,,,,131.64,,
L8FFR,,,,,87.399,,
L7HA6,,,,,96.105,,
8NSDT,,,,,223.84,,
RUMS5,,,,,80.606,,
NHD1J,,,,,112.92,,
NUSKJ,,,,,107.65,,
HHZUI,,,,,146.54,,
DQ46N,,,,,76.884,,
J95X1,,,,,125.24,,
6U082,,,,,147.95,,
LZUAY,,,,,110.91,,
SXAAN,,,,,141.46,,
IJTWU,,,,,177.17,,
983K8,,,,,133.27,,
87EXS,,,,,147.09,,
3D81G,,,,,196.48,,
XKH7W,,,,,184.59,,
GQ4ML,,,,,158.72,,
G4853,,,,,166.76,,
XO3AI,,,,,169.15,,
U44OC,,,,,161.19,,
UB1QP,,,,,223.18,,
EWH3D,,,,,98.878,,
GAM0E,,,,,101.86,,
C1LJS,,,,,120.4,,
XJH0X,,,,,190.67,,
HPAYB,,,,,240.65,,
A1NKP,,,,,253.31,,
6FUDS,,,,,211.23,,
JSS05,,,,,219.09,,
8FH2F,,,,,177.34,,
WJ33D,,,,,135.73,,
186EF,,,,,151.9,,
JY6TC,,,,,135.94,,
8L08M,,,,,162.98,,
IM2WK,,,,,80.695,,
GLLNH,,,,,160.79,,
UB2EJ,,,,,175.19,,
3FEYY,,,,,118.88,,
1ZAN8,,,,,223.3,,
Z0KN7,,,,,82.64,,
QZZ0T,,,,,167.35,,
WYM1M,,,,,167.34,,
VYNEU,,,,,235.88,,
D19IR,,,,,196.89,,
IQ0ZX,,,,,81.766,,
BUE2L,,,,,126.94,,
5ACD3,,,,,77.83,,
GR5N6,,,,,100.21,,
JP7V4,,,,,162,,
5Y3VW,,,,,210.04,,
XDVAY,,,,,192.6,,
KN97F,,,,,36.71,,
4O32W,,,,,171.37,,
QQM8M,,,,,140.01,,
EFNXW,,,,,217.71,,
14TJT,,,,,109.97,,
01KM1,,,,,245.17,,
IG1YT,,,,,164.03,,
1XFDY,,,,,155.08,,
RK9II,,,,,165.11,,
HMSM8,,,,,169.05,,
SIWWM,,,,,155.98,,
W7J00,,,,,156.21,,
V3LMY,,,,,160.82,,
0JXN3,,,,,156.61,,
XBXKO,,,,,273.66,,
SKUOZ,,,,,208.38,,
QO7SM,,,,,208.03,,
WCCY7,,,,,138.86,,
P8UT3,,,,,143.67,,
3FX0M,,,,,177.79,,
YJQO3,,,,,209.68,,
ML12Q,,,,,165.69,,
HR6MF,,,,,246.48,,
57NFY,,,,,116.69,,
PG1ID,,,,,230.63,,
ZHOP3,,,,,140.93,,
WAOE7,,,,,172.95,,
DZDD2,,,,,165.65,,
FI1LR,,,,,182.74,,
MUVB8,,,,,184.84,,
2SKOA,,,,,157.02,,
ZQAMW,,,,,153.64,,
W28C2,,,,,123.81,,
5XLBY,,,,,168.13,,
IAQQZ,,,,,201.23,,
WGM7C,,,,,177.07,,
A3M94,,,,,113.73,,
6GY1M,,,,,219.43,,
FJIMX,,,,,168.34,,
293L4,,,,,166.85,,
3DLKC,,,,,119.8,,
JQW5G,,,,,192.35,,
0X49F,,,,,103.52,,
8Y7P5,,,,,143.94,,
IVP8Q,,,,,113.53,,
F30FL,,,,,160.08,,
0OMFD,,,,,181.49,,
V5XKZ,,,,,195.81,,
C1AEV,,,,,274.58,,
M5UQR,,,,,159,,
J6L8A,,,,,187.09,,
PQZBX,,,,,175.26,,
YFI1M,,,,,299.18,,
OQSPB,,,,,177.43,,
MWC7V,,,,,166.35,,
H1XBH,,,,,162.03,,
1HL2K,,,,,129.89,,
F5OZ5,,,,,66.107,,
B2NAS,,,,,115.5,,
SMRL1,,,,,173.66,,
YJ2CM,,,,,149.46,,
KJ428,,,,,285.19,,
FO035,,,,,66.973,,
1UFW1,,,,,159,,
4ZY8C,,,,,205.31,,
TODWV,,,,,149.1,,
VGPYM,,,,,130.98,,
VOBBG,,,,,204.56,,
1M8EE,,,,,114.67,,
3EIRZ,,,,,190.65,,
ENJ7V,,,,,277.9,,
1MD1H,,,,,153.46,,
0M7YH,,,,,142.26,,
19ZJB,,,,,155.33,,
L8XSB,,,,,136.69,,
KU3WI,,,,,153.69,,
Q07NE,,,,,154.98,,
GIC6A,,,,,149.99,,
M2F66,,,,,153.58,,
2NV6L,,,,,166.67,,
QS7UM,,,,,140.84,,
JRSPH,,,,,168.2,,
51J43,,,,,135.79,,
WF8WM,,,,,146.88,,
DKEB0,,,,,119.32,,
WIOOY,,,,,160.36,,
UZTIW,,,,,57.937,,
Q6M0X,,,,,137.2,,
GFJJ8,,,,,152.53,,
8BCI8,,,,,146.1,,
BOXK1,,,,,148.26,,
RYDUK,,,,,189.99,,
DTQLW,,,,,132.03,,
VTOBQ,,,,,150.7,,
YYGJV,,,,,143.78,,
GFALT,,,,,245.4,,
XRMVW,,,,,162.38,,
XAOUP,,,,,208.53,,
M6HL9,,,,,175.36,,
HFW6H,,,,,179.95,,
ECCW2,,,,,144.2,,
9V8DO,,,,,79.738,,
RJPOO,,,,,122.79,,
ZU8Q1,,,,,158.21,,
ZZXQF,,,,,175.98,,
TVBLW,,,,,161.37,,
KG2LF,,,,,247.68,,
PNOSZ,,,,,250.27,,
J6TVB,,,,,229.11,,
WQQ4Q,,,,,156.17,,
MFWQ7,,,,,147.64,,
OSTTS,,,,,171.04,,
P81OP,,,,,189.53,,
98NYF,,,,,112.15,,
815KV,,,,,195.15,,
KZSA9,,,,,238.26,,
62VEF,,,,,137.28,,
2PRCP,,,,,139.32,,
0G0YF,,,,,150.13,,
B7T3B,,,,,186.58,,
UN1PD,,,,,145.62,,
GN912,,,,,226.6,,
BY6ZZ,,,,,215.88,,
10LP3,,,,,158.75,,
P8OVC,,,,,89.015,,
E6A0Y,,,,,148.4,,
1LSEQ,,,,,105.64,,
ORJTD,,,,,115.47,,
C278V,,,,,186.9,,
03OQS,,,,,164.38,,
EYQ6U,,,,,60.445,,
PM9HG,,,,,249.76,,
U2SJH,,,,,153.18,,
OWGPH,,,,,196.71,,
IVXKL,,,,,212.84,,
4SF59,,,,,174.13,,
9D2T4,,,,,82.55,,
3CKXF,,,,,114,,
QLWQ4,,,,,61.558,,
S2TC7,,,,,162.42,,
SZTNV,,,,,271.64,,
CU3JE,,,,,126.39,,
AWITI,,,,,157.18,,
G54NU,,,,,154.53,,
CY2J2,,,,,58.072,,
5JIGM,,,,,105.52,,
U75AZ,,,,,146.18,,
OAHDH,,,,,262.86,,
5AW54,,,,,136,,
V2DAA,,,,,88.941,,
DTJ6B,,,,,139.31,,
6ERRL,,,,,199.86,,
PBXPF,,,,,164.66,,
EUJK0,,,,,148.52,,
L52DA,,,,,223.02,,
VVCK0,,,,,172.99,,
HURN7,,,,,166.98,,
K56PA,,,,,185.35,,
HI81L,,,,,109.83,,
OQM2I,,,,,228.83,,
1333C,,,,,176.86,,
8XJUM,,,,,244.36,,
0AMBV,,,,,114.13,,
Q71PE,,,,,230.35,,
3EHAJ,,,,,113.52,,
Q366H,,,,,151.81,,
3C9L1,,,,,133.42,,
7EYIL,,,,,180.02,,
8V9IX,,,,,161.03,,
L42OQ,,,,,197.29,,
E0ZBC,,,,,145.22,,
OOBMP,,,,,175.5,,
2SIO0,,,,,155.43,,
9JI9W,,,,,202.36,,
V1PRP,,,,,110.27,,
HOLED,,,,,179.42,,
MDG2T,,,,,155.4,,
WK5PL,,,,,149.68,,
EZCPC,,,,,179.42,,
X9T4M,,,,,125.41,,
UBUKL,,,,,86.194,,
87EQI,,,,,150.71,,
M79TJ,,,,,110.72,,
6LR93,,,,,159.48,,
L0CK7,,,,,226.56,,
F9J4H,,,,,116.77,,
RSTVT,,,,,91.802,,
9GUX4,,,,,161.36,,
UKMK6,,,,,118.5,,
2YXJO,,,,,188.79,,
V9DQI,,,,,108.06,,
HTCKH,,,,,168.72,,
RM5IC,,,,,160.77,,
282ZZ,,,,,253.09,,
WCY52,,,,,149.65,,
ZQ27G,,,,,161.37,,
GE4SD,,,,,193.78,,
268ET,,,,,267.28,,
KHWI5,,,,,147.64,,
9ZQ0R,,,,,146.04,,
L9H3O,,,,,217.02,,
00SL4,,,,,108.83,,
UCPP8,,,,,113.06,,
RVZ7X,,,,,229.88,,
3XM7Q,,,,,134.23,,
6VUKN,,,,,144.58,,
15OH5,,,,,198.32,,
RHVM2,,,,,192.08,,
Q6ZD9,,,,,134.04,,
P7RQS,,,,,134.3,,
Z6HSZ,,,,,170.3,,
1Q8WU,,,,,139.64,,
T3L2A,,,,,201.47,,
O9L1K,,,,,143.18,,
FWUV8,,,,,123.17,,
9FBAP,,,,,222.11,,
334W9,,,,,196.7,,
IP2EA,,,,,164.6,,
FS94F,,,,,237.97,,
7HSUM,,,,,210.63,,
UDF8X,,,,,171.91,,
TVDWJ,,,,,169.74,,
P5JRJ,,,,,109.66,,
G93A5,,,,,254.87,,
A80GG,,,,,177.5,,
6W82I,,,,,156.26,,
XOFEX,,,,,99.101,,
IME5D,,,,,220.38,,
I34L6,,,,,115.49,,
TLJRV,,,,,130.35,,
CHBAS,,,,,136.9,,
FMZ4A,,,,,155.08,,
AKALB,,,,,205.31,,
DMI87,,,,,166.96,,
LVGX3,,,,,183.32,,
U7RVS,,,,,106.97,,
Q2GBA,,,,,110.53,,
6H4D1,,,,,77.237,,
R1DCJ,,,,,197.56,,
WCERV,,,,,209.87,,
RS2H9,,,,,141.54,,
0WV3L,,,,,121.38,,
ZF5CP,,,,,240.7,,
2MDHE,,,,,198.34,,
WF3NY,,,,,203.1,,
S6DKG,,,,,195.93,,
40F42,,,,,188.07,,
9CCDY,,,,,135.96,,
XPOKK,,,,,127.51,,
57QQ7,,,,,125.03,,
40WPV,,,,,146.99,,
EHAS4,,,,,147.14,,
Z6LYG,,,,,90.227,,
RTIP8,,,,,213.3,,
JU74I,,,,,152.26,,
0XB7U,,,,,157.74,,
LGCTV,,,,,173.85,,
DERF4,,,,,122.24,,
AGN7Y,,,,,170.57,,
PZ2W1,,,,,153.03,,
M1B7N,,,,,159.68,,
B4MNI,,,,,141.83,,
2GRGY,,,,,239.85,,
NBV2S,,,,,166.57,,
UGMJZ,,,,,137.21,,
7FLXE,,,,,177.7,,
GWZ2A,,,,,263.66,,
DEZJ5,,,,,165.81,,
215QU,,,,,161.63,,
G9I7C,,,,,137.3,,
EIKUN,,,,,155.16,,
9SKPI,,,,,210.14,,
1MU5L,,,,,80.177,,
M2O8G,,,,,215.22,,
RYK18,,,,,173.41,,
2X2C5,,,,,125.09,,
A2EY4,,,,,160.38,,
YVOM4,,,,,149.55,,
CEPB8,,,,,159.39,,
DS5J7,,,,,54.281,,
G3CDA,,,,,152.74,,
X4CZH,,,,,129.09,,
JO6GB,,,,,206.98,,
CG5KY,,,,,144.71,,
73NG4,,,,,129.39,,
Y063A,,,,,183.56,,
AZZ3W,,,,,137.77,,
2M9YL,,,,,131.55,,
G1NFB,,,,,213.35,,
IXJKT,,,,,149.92,,
H2B7U,,,,,190.26,,
DE8T8,,,,,167.92,,
IZZ3Y,,,,,166.24,,
FBL47,,,,,171.14,,
CF9QP,,,,,165.03,,
5S587,,,,,217.64,,
48EEP,,,,,260.91,,
PVC93,,,,,195.49,,
S1N2U,,,,,180.41,,
AWAFY,,,,,169.75,,
QB7ZN,,,,,201.49,,
5L04F,,,,,164.96,,
13MWT,,,,,159.9,,
DICXG,,,,,207.5,,
QFVMA,,,,,139.59,,
5JSGK,,,,,247.39,,
7B8EQ,,,,,241.07,,
FVJ9V,,,,,95.187,,
PGKB4,,,,,168.7,,
TY68F,,,,,182.31,,
K5IAK,,,,,208.87,,
N7130,,,,,157.78,,
AMX7S,,,,,187.59,,
DSRSB,,,,,138.05,,
6PZJ3,,,,,207.6,,
JFXG8,,,,,142.63,,
ZHLLU,,,,,146.91,,
LNR61,,,,,159.3,,
51801,,,,,130.51,,
EU10X,,,,,202.96,,
EO9UA,,,,,168.34,,
295J0,,,,,160.85,,
T84EQ,,,,,121.76,,
HG00H,,,,,167.68,,
KEY1O,,,,,263.02,,
DH9JU,,,,,245.96,,
WETXR,,,,,156.83,,
PMFZ4,,,,,155.76,,
GHARQ,,,,,171.98,,
27IOX,,,,,134.12,,
F3RM9,,,,,89.871,,
YC3OE,,,,,170.94,,
VP3WN,,,,,171.23,,
6S7M9,,,,,31.589,,
MQXAJ,,,,,220.37,,
POLVK,,,,,167.13,,
UXW88,,,,,206.5,,
PRA3Z,,,,,114.84,,
JOWAU,,,,,91.323,,
LZ07A,,,,,158.95,,
MVIKS,,,,,149.57,,
PHIRP,,,,,141.3,,
NHUCA,,,,,158.33,,
XNXW6,,,,,231.07,,
KAU5T,,,,,137.63,,
O8S0J,,,,,157.09,,
L5G6N,,,,,131.99,,
V7PGV,,,,,167.11,,
AY08E,,,,,188.78,,
DLQIT,,,,,120.48,,
7L5W3,,,,,135.41,,
EFI64,,,,,114.03,,
9XXJ7,,,,,140.91,,
BSU86,,,,,166.8,,
SGAGB,,,,,123.28,,
94HXT,,,,,175.87,,
94YTY,,,,,114.9,,
TXNDA,,,,,101.33,,
DDWK5,,,,,144.58,,
AHLZY,,,,,158.75,,
RZ9SZ,,,,,156.49,,
6SY30,,,,,181.1,,
8X7D6,,,,,224.65,,
OA6XR,,,,,200.29,,
42SEP,,,,,236.94,,
0W4F6,,,,,162.75,,
9OMY1,,,,,91.367,,
QXEWB,,,,,180.01,,
99XHN,,,,,196.79,,
9QMRD,,,,,134.04,,
C93UU,,,,,244.26,,
SKI92,,,,,159.73,,
KP88I,,,,,158.98,,
XRLG6,,,,,145.88,,
E51QT,,,,,63.614,,
7XKUI,,,,,197.17,,
9MXDX,,,,,97.802,,
YLE12,,,,,190.55,,
DV6U8,,,,,229.26,,
G1CM7,,,,,142.23,,
GC9I8,,,,,140.81,,
4JSK6,,,,,99.842,,
G4NOT,,,,,182.44,,
IRBPD,,,,,229.46,,
1Q6M7,,,,,159.96,,
SRQPI,,,,,96.128,,
2WN4P,,,,,141.15,,
RXED2,,,,,62.402,,
IKQLJ,,,,,113.58,,
D260T,,,,,190.36,,
4LU0G,,,,,208.93,,
KSPZY,,,,,147.61,,
UDGRS,,,,,154.81,,
TS4TV,,,,,119.94,,
D0YWV,,,,,189.74,,
4Y8FU,,,,,95.766,,
5X6S7,,,,,163.19,,
0FC0N,,,,,223.15,,
U2VK5,,,,,204.71,,
W4U3V,,,,,118.05,,
8F17S,,,,,98.659,,
NYXJ6,,,,,135.79,,
TSQBQ,,,,,167.07,,
TJPFT,,,,,202.29,,
1M89F,,,,,176.61,,
EBOJG,,,,,131.08,,
96GC9,,,,,161.09,,
W3Y5Q,,,,,277.59,,
43OGO,,,,,210.89,,
XRI58,,,,,52.045,,
CLVGY,,,,,173.98,,
B0MFE,,,,,117.06,,
VUNSQ,,,,,214.1,,
7WOW1,,,,,120,,
FM078,,,,,193.28,,
MR66M,,,,,146.1,,
REOES,,,,,92.601,,
NO0WS,,,,,168.16,,
1S6FD,,,,,254.71,,
SPJIE,,,,,172.01,,
N3SBJ,,,,,154.12,,
47I6H,,,,,128.66,,
VLYM4,,,,,110,,
LCZ8F,,,,,75.393,,
306S9,,,,,186.72,,
LENVX,,,,,214.08,,
9O889,,,,,172.73,,
X95MU,,,,,235.07,,
IJ01G,,,,,117.78,,
D7M6N,,,,,237.94,,
IM4UD,,,,,131.4,,
0PGAD,,,,,69.958,,
YNIWQ,,,,,170.06,,
NFIQM,,,,,157.56,,
41CZS,,,,,115.19,,
CBW6S,,,,,150.44,,
R7WSB,,,,,138.8,,
CS01T,,,,,114.59,,
X3KFE,,,,,98.883,,
A6NH2,,,,,74.151,,
0SK6H,,,,,205.21,,
NOLQ7,,,,,152.98,,
QU8YS,,,,,132.29,,
SLIH4,,,,,105.78,,
0UQU6,,,,,240.8,,
NB6F5,,,,,173.97,,
P6SOI,,,,,206.87,,
VFD5I,,,,,179.34,,
0A8ZT,,,,,191.96,,
MW2KW,,,,,147.07,,
X7HCQ,,,,,203.57,,
XG839,,,,,135.69,,
8NS1G,,,,,134.64,,
DSWWV,,,,,172.55,,
8MR9I,,,,,204.91,,
10AEA,,,,,159.1,,
0H5VC,,,,,194.56,,
RXLKF,,,,,83.387,,
XLF4J,,,,,250.51,,
7UPGT,,,,,238.94,,
5LETG,,,,,136.14,,
3Z7KH,,,,,191.53,,
HITEM,,,,,160.2,,
K9MPN,,,,,119.25,,
2P2ZC,,,,,162.99,,
XW1LX,,,,,86.41,,
TXAG9,,,,,232.31,,
XPY4P,,,,,156.36,,
DG33V,,,,,195.94,,
VA7IT,,,,,160.77,,
12T13,,,,,100.53,,
7SUTI,,,,,180.85,,
J355F,,,,,140.11,,
W74ZY,,,,,150.81,,
7UZZI,,,,,138.86,,
FET0V,,,,,155.81,,
2INEX,,,,,95.898,,
M5XFI,,,,,201.46,,
33OVO,,,,,111.9,,
DKTVI,,,,,162.98,,
KPAS0,,,,,212.13,,
SZJ09,,,,,164.74,,
Z1A0Q,,,,,111.96,,
YSBN0,,,,,147.41,,
M8CDW,,,,,280.34,,
GPUFH,,,,,213.36,,
PV856,,,,,63.377,,
6Y709,,,,,202.06,,
MURBT,,,,,217.4,,
C0207,,,,,115.5,,
MLKK5,,,,,184.81,,
RJIEO,,,,,154.23,,
038WZ,,,,,111.22,,
Q01UB,,,,,146.73,,
100U3,,,,,188.06,,
9GOUI,,,,,217.52,,
TKAFY,,,,,129.29,,
O2294,,,,,168.81,,
2LMQF,,,,,123.22,,
BOHLW,,,,,289.72,,
H26YY,,,,,213.3,,
VNYVI,,,,,144.94,,
B57IW,,,,,150.36,,
2CDOS,,,,,135.16,,
TUPTT,,,,,137.9,,
59CDL,,,,,254.19,,
9KGOL,,,,,166.06,,
4JWAH,,,,,153,,
0NFT7,,,,,146.85,,
IRF8X,,,,,216.79,,
GJNI4,,,,,169.22,,
Q3QC8,,,,,130.67,,
XZ0KV,,,,,162.66,,
WSLMS,,,,,192.88,,
STG2D,,,,,141.65,,
ZS9IX,,,,,133.8,,
TCCQL,,,,,82.713,,
H51V5,,,,,160.23,,
8K0Y5,,,,,170.18,,
TX1HS,,,,,220.14,,
5HQJ8,,,,,155.17,,
FWQYI,,,,,126.78,,
CWPU8,,,,,201.12,,
RJDH2,,,,,121.46,,
NKCXF,,,,,129.06,,
CV20O,,,,,130.37,,
OJLFZ,,,,,145.91,,
VJ3B5,,,,,269.67,,
5FJRT,,,,,117.36,,
XBPEJ,,,,,89.6,,
NGHT9,,,,,146.31,,
5N26T,,,,,225.52,,
L218P,,,,,167.65,,
G70CT,,,,,168.13,,
N0N4I,,,,,170.57,,
4C1KY,,,,,163.95,,
9A58F,,,,,132.88,,
5ZRFL,,,,,163.16,,
CUCBN,,,,,52.081,,
IOBKP,,,,,175.3,,
YVH4J,,,,,191.53,,
HVXXQ,,,,,203.41,,
VKLP7,,,,,223.93,,
QLYV5,,,,,166.8,,
F0OW8,,,,,233.29,,
OHS4T,,,,,182.75,,
UAIHK,,,,,122.34,,
5N7DP,,,,,150.52,,
EF5XT,,,,,153.88,,
M5S4U,,,,,98.332,,
VUSFK,,,,,234.65,,
97086,,,,,205.12,,
4FS34,,,,,147.63,,
45Z2A,,,,,97.477,,
GXIWH,,,,,169.57,,
7DZY6,,,,,219.91,,
P2HZG,,,,,113.95,,
QYV5R,,,,,140.67,,
J10KY,,,,,132.73,,
8J723,,,,,193.11,,
XSY2P,,,,,149.66,,
7ZUE1,,,,,227.71,,
FDNWD,,,,,226.12,,
EKBW4,,,,,237.56,,
55PFS,,,,,230.78,,
1UGCL,,,,,117.84,,
PNA9N,,,,,234.91,,
NEFHO,,,,,173.33,,
97NNW,,,,,169,,
OPSC0,,,,,169.15,,
HA02S,,,,,145.29,,
AEHBG,,,,,250.46,,
IXISD,,,,,90.498,,
HC62A,,,,,219.6,,
5KOTU,,,,,136.5,,
4KWJ4,,,,,168.98,,
HNPC8,,,,,206.14,,
YTBQM,,,,,144.78,,
TM0RL,,,,,122.01,,
S1LY3,,,,,207.15,,
MI0ZQ,,,,,276.88,,
SU8PN,,,,,220.97,,
FLQ59,,,,,207.15,,
1US0H,,,,,170.86,,
4Y1AW,,,,,130.36,,
7R8ZU,,,,,154.83,,
XZGIR,,,,,203.81,,
6EHR7,,,,,136.99,,
YRIBO,,,,,230.49,,
2JCGB,,,,,167.49,,
5QW1X,,,,,240.11,,
UT8ZM,,,,,135.57,,
X1KKZ,,,,,48.676,,
ENFL6,,,,,139.93,,
4FAWP,,,,,143.06,,
DEQ73,,,,,121.24,,
QC4R2,,,,,155.16,,
83KZR,,,,,147.96,,
QZPO6,,,,,135.17,,
VA8ZR,,,,,113.11,,
PBGYV,,,,,159.69,,
0BH84,,,,,114.02,,
NNUHF,,,,,185.53,,
94ICP,,,,,131.91,,
KQL1P,,,,,230.05,,
PFOD8,,,,,252.36,,
V4CCY,,,,,177.28,,
5ZHUE,,,,,264.33,,
LRPBA,,,,,238.49,,
3NPNX,,,,,131.11,,
K43ZC,,,,,113.4,,
JL8XT,,,,,160.85,,
0YTSJ,,,,,234.11,,
40NIM,,,,,190.99,,
H76DJ,,,,,218.1,,
BAXWA,,,,,154.87,,
55V6Z,,,,,166.8,,
LAJ9K,,,,,202.98,,
I16D7,,,,,160.11,,
COPFE,,,,,67.046,,
JTXUA,,,,,80.155,,
Y0CSN,,,,,147.58,,
VS7DA,,,,,103.79,,
9E89H,,,,,158.69,,
MEYZ5,,,,,187.24,,
RRHEV,,,,,65.05,,
AVVX3,,,,,124.15,,
0MK2C,,,,,139.29,,
BQKW5,,,,,127.87,,
V45U8,,,,,164.11,,
VRMNI,,,,,179.51,,
NNG97,,,,,153.18,,
1AI3U,,,,,122.08,,
FIA2R,,,,,159.02,,
HXSMP,,,,,139.19,,
YZI2P,,,,,154.29,,
U46OX,,,,,116.45,,
URWJL,,,,,244.67,,
MVL2O,,,,,203.06,,
A0T30,,,,,95.724,,
97LN9,,,,,142.81,,
8IPWO,,,,,179.52,,
MHUSZ,,,,,148.02,,
2NZ5C,,,,,216.48,,
8DGUN,,,,,158.38,,
3IJGQ,,,,,145.35,,
QAHJG,,,,,163.39,,
XFRYR,,,,,135.58,,
OE751,,,,,240.69,,
MW2TQ,,,,,112.12,,
JC9SA,,,,,85.695,,
ZRITA,,,,,122.78,,
RRBM5,,,,,135.74,,
0BNML,,,,,159.99,,
3W31X,,,,,152.59,,
8L3OJ,,,,,185.07,,
WEU2E,,,,,252.76,,
5XYPL,,,,,144.98,,
OUAIS,,,,,109.58,,
91J8K,,,,,171.99,,
ZISOA,,,,,83.43,,
C9HLB,,,,,170.82,,
9VZOY,,,,,125.01,,
G93PL,,,,,205.66,,
8I352,,,,,166.89,,
TKOYQ,,,,,203.62,,
7DODT,,,,,171.25,,
J5TTU,,,,,182,,
ZHPZ1,,,,,140.34,,
EFSIN,,,,,97.63,,
P4UXI,,,,,109.61,,
13I32,,,,,133.95,,
RKIC6,,,,,161.27,,
V2JOF,,,,,223.63,,
5OLVC,,,,,126.12,,
L8WFE,,,,,150,,
X16WJ,,,,,126.22,,
BLB6G,,,,,142.44,,
4KO74,,,,,156.38,,
5EFZ1,,,,,142.05,,
2QWGI,,,,,158.04,,
QEXP4,,,,,207.12,,
L071S,,,,,114.44,,
4FD1T,,,,,142.12,,
69EK6,,,,,136.95,,
9M9OB,,,,,244.45,,
I6PBQ,,,,,148.27,,
X0VAO,,,,,138.56,,
FJRGJ,,,,,221.43,,
UAT1F,,,,,139.93,,
G3WBE,,,,,171.11,,
6QW3Y,,,,,139.11,,
68YR6,,,,,101.15,,
R5CWJ,,,,,259.35,,
J0VXY,,,,,240.84,,
15CQ9,,,,,143.83,,
US6P9,,,,,234.33,,
DRPO3,,,,,163.65,,
BWZL2,,,,,169.65,,
EWES1,,,,,93.519,,
OOOQT,,,,,257.83,,
ANXB8,,,,,137.68,,
HYEY7,,,,,135.68,,
XC8DF,,,,,177.26,,
SNU9T,,,,,231.12,,
PWTN2,,,,,138.92,,
DKV1Z,,,,,219.6,,
1HGEX,,,,,131.1,,
